team_nr,Organisatie,aantalteam,leeftijd_gem,geslacht,ervaring,tijd,gehaald,Introductie,centraal1,centraal2,centraal3,centraal5_,centraal6_,extern1_,extern2_,extern3,extern4,extern5,extern6,extern7,open1_,open2,open3,open4,extravert2_,extravert3_,extravert5,extravert6,extravert7,extravert8,lang1,lang2,lang3_,lang4_,lang5_,direct1,direct2,direct3_,direct4_,direct5_,taak1,taak2,taak3,taak4_,taak5_,taak6_,sturing1,sturing2,sturing3,sturing5,sturing8_,consensus1_,consensus2_,consensus3,consensus4,consensus5,VAR00003,centraal5R,centraal6R,extern1R,extern2R,open1R,taak4R,taak5R,taak6R,consensus2R,sturing8R,consensus1R,extravert2R,extravert3R,lang3R,lang4R,lang5R,direct3R,direct4R,direct5R,CentraalGEM,ExternGEM,OpenGEM,TaakGEM,SturingGEM,ConsensusGEM,ExtravertGEM,langGEM,DirectGEM,filter_$,SturingGEM1
172,Bornego 2017,5,15.6,100,0,14.18,1, ,3.8,3.5,3.6,3.9,1.4,3.3,1.6,4.4,2.4,3.2,3.9,3.1,2.5,3.9,4.4,3.7,4.2,2.2,2.6,4.1,2.3,4.2,3.5,2,3.9,3.4,4.2,4.1,3.6,3.6,1.8,1.8,4,4.2,4.3,1.6,1.6,1,3.6,3.8,4,3.3,2.1,4,3.6,1.3,1.2,1.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
173,Bornego 2017,5,14.8,80,0,20,2, ,2.3,1.7,4.3,3.9,3.6,4.4,1.6,4,2.7,2,3.9,1.8,2.8,3.7,3.6,1.6,4.2,2.5,2.8,3.9,3.2,3.4,3.8,2.2,2.1,3.8,3.9,4.3,4,3.6,2.4,1.4,4,3.6,4.7,1.5,2,1.1,3.4,3.4,2.5,1.7,2.4,4,1.6,1.4,3.4,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
174,Bornego 2017,5,42.8,60,20,13.44,1, ,3.7,1.7,2.2,4.5,4.4,4,1.6,4,4.5,3.5,4.5,3.3,1.2,4.5,4.2,4.4,3.7,1.4,5,2.3,1.2,4.4,4.6,4.6,1.6,4.6,4.6,3.6,2.1,3.6,4,4.1,1.9,4.7,1.9,3.9,3.6,2.6,3.7,4.9,4.4,3.7,2,4.5,3.6,1.8,1.6,1.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
175,Bornego 2017,6,27.17,50,14,19.14,1, ,4.8,4.4,2.6,2.1,2.1,1.6,1.6,3.2,4.6,4,4.5,3.6,1.2,4.5,5,4,2.3,1.4,4.8,2,3.6,4.4,2.4,3.4,4,4.6,4.6,3.8,1.7,4.6,4.1,3.7,3.4,4.7,2.8,3.5,4.7,3.2,3.8,4.4,4.4,3.7,2,3.8,2,4.2,4,3.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
176,Bornego 2017,5,48.8,40,0,20,2, ,5,4.4,2.8,1.2,1.4,1.6,1.6,3.4,4.6,3.4,5,3,1.2,4.8,5,4.7,3.2,1.4,5,2,2.9,5,1.1,3.4,4.5,4.5,4.6,1.8,1.7,3,4.5,4.4,1.5,3.3,1.5,4.4,4.7,4.1,1.5,4.4,2.6,2.2,4.6,1.2,1.3,4.6,5,4.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
177,Bornego 2017,6,38.87,50,14,20,2, ,2.4,1.5,1.8,4.2,4,4.4,1.6,2,3.5,2.3,3,2.4,2,3.9,3.3,4.2,3.8,2.5,3.6,1.1,3.2,3.3,4,3.4,3.7,2.8,2.2,2.6,1.6,2.6,3.6,3.6,2.7,4.5,1.6,4.2,3.7,3,3.2,3.6,3,1.7,2.4,3.8,2.5,3.4,2.2,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
178,Bornego 2017,6,44.17,50,0,20,2, ,4.5,1.5,1.8,4.4,4.1,4.4,3.1,1.6,3.7,1.6,2.2,1.5,3.6,2.6,1.7,3.7,4.6,3.7,1.8,1.1,2.1,1.3,2.3,2,4.6,3.7,4.6,1.4,1,1.2,3.6,2.4,1.5,3.8,1.8,4.4,2,2.2,2.1,3.4,1.9,1.7,4.6,3.8,4.7,1.2,4.6,1.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
179,Bornego 2017,3,30,33.33,0,20,2, ,4.5,3.1,1.2,4.8,4.2,2.8,1.6,2.2,2.9,1.6,4.4,1.9,1.9,3.7,3.3,3.7,4.6,1.8,3.5,1.9,2.5,2.5,3.9,3.2,2.2,1.7,2.2,4.2,1.4,1.6,2.4,1.2,1.9,2.6,1.8,4.4,2,2.2,1.7,2.6,1.9,1.7,3.4,2.5,1.2,3.2,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
180,Kanselarij 2017,6,44.5,66.6,14,16.46,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
181,Kanselarij 2017,4,27.8,50,0,13.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
182,Kanselarij 2017,4,28.5,50,25,15.48,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
183,Kanselarij 2017,6,26.5,100,33.3,17.23,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
184,Kanselarij 2017,6,24.4,100,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
185,Kanselarij 2017,4,38.8,100,0,17.13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
186,Kanselarij 2017,4,42,50,0,19,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
187,Kanselarij 2017,4,48.5,25,25,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
188,Kanselarij 2017,5,32.6,40,80,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
189,Kanselarij 2017,4,35,100,100,17.27,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
190,Kanselarij 2017,4,32,50,25,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
191,Kanselarij 2017,6,20,66.66,0,19.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
192,Kanselarij 2017,4,20.25,25,100,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
193,Kanselarij 2017,4,30.25,50,25,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
194,Kanselarij 2017,4,21,50,25,17.26,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
195,Kanselarij 2017,4,17.25,75,0,16.45,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
196,Kanselarij 2017,3,18,100,33.3,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
197,Kanselarij 2017,3,20.67,66.6,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
198,Kanselarij 2017,3,17.67,33.3,0,19.35,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
199,Kanselarij 2017,4,19.5,25,0,17.53,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
200,Kanselarij 2017,5,24.5,0,40,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
201,Kanselarij 2017,5,24.8,100,40,11.33,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
202,Kanselarij 2017,4,22.8,100,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
203,Kanselarij 2017,4,23.4,100,0,19.46,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
204,Friesland College Drachten 2017 geenvid,4,19.8,50,0,13.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
205,Friesland College Drachten 2017 geenvid,4,17.75,75,25,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
206,Friesland College Drachten 2017 geenvid,4,19.25,50,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
207,Friesland College Drachten 2017 geenvid,4,17,75,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
208,Friesland College LWD 1 nov 2017,3,20,66.6,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
209,Friesland College LWD 1 nov 2017,4,18.6,25,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
210,Friesland College LWD 1 nov 2017,4,17,50,0,19.58,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
211,Friesland College LWD 1 nov 2017,4,18,0,25,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
212,Friesland College LWD 1 nov 2017,5,18.6,0,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
213,Friesland College LWD 1 nov 2017,5,19.75,20,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
214,Friesland College LWD 1 nov 2017,5,18.5,60,20,19.59,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
215,Friesland College LWD 1 nov 2017,4,18,50,0,19.4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
216,Friesland College LWD 1 nov 2017,5,19,0,0,19.21,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
217,Friesland College LWD 1 nov 2017,6,18.5,50,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
218,Friesland College LWD 1 nov 2017,6,17.5,40,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
219,Friesland College LWD 1 nov 2017,4,18,25, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
220,Friesland College LWD 1 nov 2017,5,19.5,40,40,15.17,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
221,Friesland College LWD 1 nov 2017,5,17.5,0,20,17.5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
222,Friesland College LWD 1 nov 2017,5,20,40,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
223,Friesland College LWD 1 nov 2017,4,19.5,50, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
224,Friesland College LWD 1 nov 2017,6,18.2,85,25,17.07,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
225,Friesland College LWD 1 nov 2017,6,17.5,50,33,18.51,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
226,Friesland College LWD 1 nov 2017,3,18.5,33,50,19.05,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
227,Atrium Sneek Gemeente Sudwestfryslan 2017,3,41.33,0,33,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
228,Atrium Sneek Gemeente Sudwestfryslan 2017,7,41.8,82,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
229,Atrium Sneek Gemeente Sudwestfryslan 2017,3,35,66,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
230,Atrium Sneek Gemeente Sudwestfryslan 2017,5,37,40,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
231,Atrium Sneek Gemeente Sudwestfryslan 2017,5,38.5,80,100,19.26,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
232,Atrium Sneek Gemeente Sudwestfryslan 2017,6,34.8,0,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
233,Atrium Sneek Gemeente Sudwestfryslan 2017,6,37.5,50,33,11.48,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
234,Atrium Sneek Gemeente Sudwestfryslan 2017,5,27.8,20,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
235,Atrium Sneek Gemeente Sudwestfryslan 2017,4,32,0,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
236,ING Leeuwarden 2017,6,27.4,66, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
237,ING Leeuwarden 2017,9,22,33, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
238,ING Leeuwarden 2017,7,36,100, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
239,ING Leeuwarden 2017,5,32.4,80, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
240,ING Leeuwarden 2017,7,47.8,85, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
241,ING Leeuwarden 2017,8,23.3,75, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
242,ING Leeuwarden 2017,8,39.5,87, ,13.12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
243,ING Leeuwarden 2017,8,25.4,25, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
244,ING Leeuwarden 2017,5,29,60, ,19.59,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
245,ING Leeuwarden 2017,8,24,75, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
246,MC Escher Akwadukt 2017,5,52.4,40,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
247,MC Escher Akwadukt 2017,2,37,0,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
248,MC Escher Akwadukt 2017,6,12.5,50,14,14.55,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
249,MC Escher Akwadukt 2017,6,9,50,0,15.21,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
250,MC Escher Akwadukt 2017,5,13,50,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
251,Friesland College LWD 31 okt 2018,3,18.33333333,0,33,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
252,Friesland College LWD 31 okt 2018,4,14.75,0,25,16.05,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
253,Friesland College LWD 31 okt 2018,5,21,0,20,17.39,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
254,Friesland College LWD 31 okt 2018,2,16,0,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
255,Friesland College LWD 31 okt 2018,4,18.5,0,25,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
256,Friesland College LWD 31 okt 2018,5,11.2,60,20,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
257,Friesland College LWD 31 okt 2018,4,19,50,0,19.59,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
258,Friesland College LWD 31 okt 2018,5,18,60,0,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
259,Friesland College LWD 31 okt 2018,3,19.33333333,0,33,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
260,Friesland College LWD 31 okt 2018,6,19.83333333,66,18,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
261,Friesland College LWD 31 okt 2018,6,17,82,33,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
262,Friesland College LWD 31 okt 2018,6,18.83333333,33,33,16.17,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
263,Friesland College LWD 31 okt 2018,5,19.8,40,40,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
264,Friesland College LWD 31 okt 2018,5,23.4,40,40,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
265,Friesland College LWD 31 okt 2018,6,19.33333333,66,33,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
266,Friesland College LWD 31 okt 2018,4,18.25,75,50,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
267,Friesland College LWD 31 okt 2018,6,32.66666667,66,66,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
268,Friesland College LWD 31 okt 2018,5,37.2,80,20,16.2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
269,NHL 2018,5,18.4,80,40,20,2, ,3.9,1.8,1.7,3.5,3.7,3.2,1.6,3.7,1.8,1.6,3.3,1.1,2.5,2.8,3.8,3.9,4.5,3.1,3.2,2.9,1.4,3.6,4.3,2,1.6,2.7,2.8,4.2,3,1.1,1.4,3.2,4.4,2.8,3.8,3.6,2.6,1.4,3.5,3.8,3.1,2.9,2.2,4.1,2,2.2,2.6,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
270,NHL 2018,4,18.25,100,75,20,2, ,2.6,2.2,1.3,4.7,3.8,4.5,3.7,1.8,2.2,1.7,2.6,2.7,4.2,1.7,3.9,2.2,3.6,2,4.5,3.7,2.6,3.1,4.3,3.6,1.4,1.8,1.9,3.4,2.2,1.1,2,3.7,4.9,2,2.2,4.4,3.3,1.4,3.1,3.2,2.6,1.8,3.4,2.5,2,4.2,3.4,4.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
271,NHL 2018,4,18.75,100,0,20,2, ,4.2,2.6,2.1,3.9,3.4,2.7,1.8,4.5,3.7,2.1,4.8,4.4,2.5,3.3,4.5,2.3,2.2,2,4.9,4.5,3.4,4.2,4.4,2.6,1.8,2.7,4.3,4.3,2.9,2.6,2,4.4,4.5,3.6,4.1,4.3,3.8,1.7,3.7,4.5,3.7,1.6,2.2,3.3,2,3.6,3.6,4.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
272,NHL 2018,3,18,0,66,20,2, ,4.6,3.8,3,2.5,3.4,4.8,2.5,3.7,3.7,2.2,3.7,3.5,4,2.1,4,4,4.2,3.8,2.5,1.6,1.4,2.8,2.1,1.8,3.8,4,4.4,2.3,1.5,3.5,4.2,4.6,1.7,3.7,2.1,4.7,4.8,2.6,2.7,4.2,3,1.7,3.2,1.7,2.6,4.6,3.4,4.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
273,NHL 2018,5,19.6,100,0,19.58,1, ,4.6,3.8,3,2.5,3.4,4.4,4.5,1.9,3.7,4.4,3.7,3.5,2.2,4.1,4.5,4,2.9,2.1,3.7,4.2,3.8,1.1,4.7,4,1.6,2.2,3.6,4,2.7,4.3,1.9,4.6,2.9,4.1,2.2,4.7,2.7,2.6,2.3,4.5,4,3.7,4.2,4.3,4.1,2.2,1.6,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
